Date,Game,StartTimeLocal,StartTimeUTC,Player,Team,Pos,Tier,Best_Drought_Market,Best_Drought,Best_Drought_Tag,Injury_Status,Injury_Type,Injury_Text,Injury_Return,Team_Out_Count,Injury_DFO_Score,Injury_Badge,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,Opp_Goalie_Status,Opp_Goalie_Source,iXG%,iXA%,iXA_Source,TOI_per_game,TOI_Pct,StarScore,TalentMult,Talent_Tier,Is_Elite,Is_Star,team_5v5_SF60,team_5v5_xGF60,team_5v5_SF60_pct,team_5v5_xGF60_pct,Team_GF_L5,Team_GF_Avg_L5,Team_GF_Gate,Med10_SOG,Trim10_SOG,Avg5_SOG,ShotIntent,ShotIntent_Pct,L10_P,L10_G,L10_S,L5_G,L5_A,L10_A,i5v5_points60,i5v5_primaryAssists60,i5v5_shotAssists60,i5v5_iCF60,Assist_Volume,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Exp_A_10,Reg_Gap_A10,Reg_Heat_A,Matrix_Points,Matrix_SOG,Matrix_Goal,Matrix_Assists,Conf_Points,Conf_SOG,Conf_Goal,Conf_Assists,Best_Market,Best_Conf,Drought_P,Drought_A,Drought_G,Drought_SOG,Line,Odds,Result,Best_Drought_Display,Play_Tag,Plays_Points,Plays_Assists,Assist_ProofCount,Assist_Why,Plays_SOG,SOG_ProofCount,SOG_Why
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Cale Fleury,SEA,D,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,17.0,18.9,A1+A2,1069.93,69.4,28.1,0.961,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.5192182880219226,0.2596091440109613,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,40.3,85.5,1.09,0.4,0.0,,,,COOL,COOL,COOL,0.69,,COOL,Red,Red,Red,Red,40,35,39,35,POINTS,40,,,,,,,,,,False,False,0,,False,2,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Taylor Raddysh,NYR,R,,GOAL,0,,Healthy,Unknown,,,4,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,56.3,36.0,A1+A2,735.82,29.7,43.8,0.989,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,1.2366034624896949,0.247320692497939,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,57.5,15.6,1.93,1.03,0.0,,,,COOL,COOL,COOL,0.9,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,40,0,0,SOG,40,,,,,,,,,,False,False,0,,False,0,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Tyler Kleven,OTT,D,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,37.2,44.8,A1+A2,1000.58,58.9,44.2,0.99,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,0.4981733643307871,0.39853869146462967,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,39.6,58.6,2.04,0.56,0.0,,,,COOL,COOL,COOL,1.48,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,40,0,0,SOG,40,,,,,,,,,,False,False,1,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Cole Reinhardt,VGK,L,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,34.4,31.1,A1+A2,577.21,14.8,29.3,0.963,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,0.8734683974281209,0.43673419871406044,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,46.5,30.3,1.66,0.66,0.0,,,,COOL,COOL,COOL,1.0,,COOL,Red,Red,Red,Red,32,30,34,40,ASSISTS,40,,,,,,,,,,False,False,1,,False,0,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Juho Lammikko,NJD,C,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,38.2,25.9,A1+A2,609.73,16.3,29.5,0.963,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.5433552184740774,0.5433552184740774,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,40.6,74.9,1.91,1.03,0.0,,,,COOL,COOL,COOL,0.88,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,40,0,0,SOG,40,,,,,,,,,,False,False,1,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Jonny Brodzinski,NYR,C,,GOAL,0,,Healthy,Unknown,,,4,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,55.6,40.5,A1+A2,691.56,25.8,44.4,0.99,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,1.5673374613003095,0.5224458204334366,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,64.2,15.6,2.94,1.39,0.0,,,,COOL,COOL,COOL,1.55,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,39,0,0,SOG,39,,,,,,,,,,False,False,1,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Mikey Anderson,LAK,D,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,38.5,44.8,A1+A2,1211.71,85.6,50.1,1.0,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.5529953917050692,0.31599736668861095,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,40.8,29.2,1.86,0.53,0.0,,,,COOL,COOL,COOL,1.33,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,38,0,0,SOG,38,,,,,,,,,,False,False,0,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Nick Jensen,OTT,D,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,30.1,55.9,A1+A2,1000.02,58.4,44.8,0.991,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,0.9118772005369944,0.36475088021479773,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,47.5,58.6,2.22,0.38,0.0,,,,COOL,COOL,COOL,1.84,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,37,0,0,SOG,37,,,,,,,,,,False,False,1,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Alexander Holtz,VGK,R,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,37.8,25.9,A1+A2,749.86,30.1,32.1,0.968,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,0.018274111675126905,0.006091370558375634,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,33.6,30.3,2.97,1.58,0.0,,,,COOL,COOL,COOL,1.38,,COOL,Red,Red,Red,Red,30,33,37,37,ASSISTS,37,,,,,,,,,,False,False,1,,False,0,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Zach Metsa,BUF,D,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,16.0,18.9,A1+A2,616.93,18.2,17.4,0.941,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,0.01300531050178823,0.0,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,32.7,48.3,0.97,0.35,0.0,,,,COOL,COOL,COOL,0.63,,COOL,Red,Red,Red,Red,26,24,25,36,ASSISTS,36,,,,,,,,,,False,False,1,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Brenden Dillon,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,21.3,60.0,A1+A2,1073.04,69.9,44.6,0.99,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.8640760386914048,0.25922281160742144,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,45.8,74.9,2.13,0.19,0.0,,,,COOL,COOL,COOL,1.94,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,36,0,0,SOG,36,,,,,,,,,,False,False,0,,False,2,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Braden Schneider,NYR,D,,GOAL,0,,Healthy,Unknown,,,4,1.0,🟢 ROLE+,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,33.9,44.8,A1+A2,1203.74,84.2,47.8,0.996,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.518849471885359,0.22236405937943957,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,40.1,15.6,1.68,0.41,0.0,,,,COOL,COOL,COOL,1.27,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,35,0,0,SOG,35,,,,,,,,,,False,False,0,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Oscar Fisker Molgaard,SEA,C,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,4.1,18.9,A1+A2,360.0,1.9,8.8,0.94,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.08333333333333333,0.08333333333333333,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,36.0,85.5,5.03,0.33,0.0,,,,COOL,COOL,COOL,4.7,,COOL,Red,Red,Red,Red,34,23,28,31,POINTS,34,,,,,,,,,,False,False,0,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Cody Ceci,LAK,D,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,35.6,50.1,A1+A2,1035.8,61.7,45.9,0.993,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.6199414499741691,0.08856306428202416,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,41.3,29.2,2.01,0.46,0.0,,,,COOL,COOL,COOL,1.54,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,34,0,0,SOG,34,,,,,,,,,,False,False,0,,False,0,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Garnet Hathaway,PHI,R,,GOAL,0,,Healthy,Unknown,,,3,0.0,,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,28.5,7.3,A1+A2,614.92,17.7,18.9,0.944,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,0.17468944099378883,0.0,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,36.2,55.2,0.38,0.38,0.0,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,22,32,34,24,GOAL,34,,,,,,,,,,False,False,0,,False,0,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Denver Barkey,PHI,C,,GOAL,0,,Healthy,Unknown,,,3,0.0,,BUF,Ukko-Pekka Luukkonen,0.9042056074766355,2.6306409068225567,33.8,Likely,dailyfaceoff_name_and_stats,27.2,25.9,A1+A2,819.0,34.9,28.3,0.961,NONE,False,False,23.490894209126253,2.169292681263215,18.4,18.4,14,2.8,True,,,,0.0,32.1,,,,,,,0.015787396395211158,0.007893698197605579,,,0.0,2.4456566836209412,2.1021251747929375,50.0,55.2,33.4,55.2,2.95,1.21,0.0,,,,COOL,COOL,COOL,1.75,,COOL,Red,Red,Red,Red,33,33,34,34,ASSISTS,34,,,,,,,,,,False,False,0,,False,0,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Johnathan Kovacevic,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,13.6,18.9,A1+A2,1126.5,75.6,27.8,0.96,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.028763183125599234,0.0,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,35.0,74.9,6.82,2.02,0.0,,,,COOL,COOL,COOL,4.8,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,34,0,0,SOG,34,,,,,,,,,,False,False,0,,False,2,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Stephen Halliday,OTT,C,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,30.5,44.8,A1+A2,492.22,6.7,30.7,0.965,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,0.027260336210813266,0.009086778736937756,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,34.6,58.6,4.12,0.91,0.0,,,,COOL,COOL,COOL,3.22,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,33,0,0,SOG,33,,,,,,,,,,False,False,1,,False,1,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Brian Dumoulin,LAK,D,,GOAL,0,,Healthy,Unknown,,,0,0.0,,VGK,Akira Schmid,0.8946360153256705,2.4893448496963755,43.0,Confirmed,dailyfaceoff_name_and_stats,31.9,63.7,A1+A2,1124.76,74.6,51.5,1.003,NONE,False,False,26.511993413913107,2.3478202297646225,54.8,43.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.73723491398926,0.40957495221625556,,,0.0,2.1096333016132958,2.0713922145749883,50.0,29.2,44.1,29.2,2.63,0.4,0.0,,,,COOL,COOL,COOL,2.23,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,33,0,0,SOG,33,,,,,,,,,,False,False,0,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Carson Soucy,NYR,D,,GOAL,0,,Healthy,Unknown,,,4,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,34.8,36.0,A1+A2,1038.21,62.7,40.8,0.983,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.6357375312192538,0.09081964731703625,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,41.5,15.6,1.38,0.47,0.0,,,,COOL,COOL,COOL,0.91,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,32,0,0,SOG,32,,,,,,,,,,False,False,0,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,John Hayden,SEA,C,,GOAL,0,,Healthy,Unknown,,,2,0.0,,NJD,Jacob Markstrom,0.87893864013267,3.412543825477211,89.1,Confirmed,dailyfaceoff_name_and_stats,7.7,7.3,A1+A2,604.67,15.8,9.2,0.94,NONE,False,False,23.396530859217428,2.0855183541750706,6.2,6.2,20,4.0,True,,,,0.0,32.1,,,,,,,0.0,0.0,,,0.0,2.5269210962979916,2.652056989185787,50.0,85.5,28.7,85.5,0.56,0.56,0.0,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,29,26,31,25,GOAL,31,,,,,,,,,,False,False,0,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Nikolas Matinpalo,OTT,D,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,20.3,36.0,A1+A2,912.9,47.4,31.2,0.966,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,0.45112781954887216,0.45112781954887216,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,38.9,58.6,1.61,0.28,0.0,,,,COOL,COOL,COOL,1.33,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,31,0,0,SOG,31,,,,,,,,,,False,False,2,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Will Borgen,NYR,D,,GOAL,0,,Healthy,Unknown,,,4,1.0,🟢 ROLE+,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,25.7,25.9,A1+A2,1111.78,72.2,35.1,0.973,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.3721988162009874,0.09304970405024685,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,38.2,15.6,0.79,0.3,0.0,,,,COOL,COOL,COOL,0.49,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,30,0,0,SOG,30,,,,,,,,,,False,False,0,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Ryan Johnson,BUF,D,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,3.0,7.3,A1+A2,540.0,12.0,6.3,0.94,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,0.0,0.0,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,28.7,48.3,0.09,0.09,0.0,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,19,17,17,30,ASSISTS,30,,,,,,,,,,False,False,1,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Seamus Casey,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,1.0,🟢 ROLE+,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,6.9,7.3,A1+A2,1080.5,70.3,19.7,0.946,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.0,0.0,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,28.7,74.9,0.66,0.66,0.0,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,30,0,0,SOG,30,,,,,,,,,,False,False,0,,False,2,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Dennis Cholowski,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,13.9,18.9,A1+A2,867.73,42.1,21.3,0.948,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.28371030026006777,0.0,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,37.4,74.9,0.9,0.27,0.0,,,,COOL,COOL,COOL,0.63,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,30,0,0,SOG,30,,,,,,,,,,False,False,0,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Matthew Robertson,NYR,D,,GOAL,0,,Healthy,Unknown,,,4,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,30.1,44.8,A1+A2,991.59,56.9,40.6,0.983,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.8750607681088964,0.2187651920272241,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,46.8,15.6,2.03,0.44,0.0,,,,COOL,COOL,COOL,1.59,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,29,0,0,SOG,29,,,,,,,,,,False,False,0,,False,0,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Mason Geertsen,BUF,L,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,1.6,7.3,A1+A2,247.2,1.0,3.5,0.94,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,0.0,0.0,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,28.7,48.3,0.02,0.02,0.0,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,19,15,15,29,ASSISTS,29,,,,,,,,,,False,False,1,,False,1,
2026-01-14,PHI@BUF,6:30 PM,2026-01-15T00:30:00Z,Trevor Kuntar,BUF,C,,GOAL,0,,Healthy,Unknown,,,7,0.0,,PHI,Dan Vladar,0.9071428571428571,2.416930910893748,23.8,Confirmed,dailyfaceoff_name_and_stats,0.7,7.3,A1+A2,312.0,1.4,3.1,0.94,NONE,False,False,27.189329563440232,2.5532523011202115,79.2,93.5,19,3.8,True,,,,0.0,32.1,,,,,,,0.0,0.0,,,0.0,2.223586385649001,2.128094945774504,50.0,48.3,28.7,48.3,0.0,0.0,0.0,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,19,15,15,29,ASSISTS,29,,,,,,,,,,False,False,1,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Colton White,NJD,D,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,13.6,36.0,A1+A2,735.35,29.2,24.6,0.954,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.6469777751153178,0.0,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,42.0,74.9,1.83,0.17,0.0,,,,COOL,COOL,COOL,1.66,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,29,0,0,SOG,29,,,,,,,,,,False,False,0,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Gabe Perreault,NYR,R,,GOAL,0,,Healthy,Unknown,,,4,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,31.6,36.0,A1+A2,847.43,39.7,34.7,0.973,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.966702470461869,0.322234156820623,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,50.4,15.6,4.02,1.24,0.0,,,,COOL,COOL,COOL,2.78,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,28,0,0,SOG,28,,,,,,,,,,False,False,0,,False,0,
2026-01-14,VGK@LAK,9:00 PM,2026-01-15T03:00:00Z,Dylan Coghlan,VGK,D,,GOAL,0,,Healthy,Unknown,,,5,0.0,,LAK,Darcy Kuemper,0.9047619047619048,2.4862123738395208,29.0,Confirmed,dailyfaceoff_name_and_stats,2.4,7.3,A1+A2,958.0,51.7,13.9,0.94,NONE,False,False,26.051740544846968,2.4089229203089384,43.8,68.7,22,4.4,True,,,,0.0,32.1,,,,,,,0.0,0.0,,,0.0,2.163529543838641,1.6704711297384276,50.0,30.3,28.7,30.3,0.19,0.19,0.0,,,,COOL,COOL,COOL,0.0,,COOL,Red,Red,Red,Red,21,16,17,28,ASSISTS,28,,,,,,,,,,False,False,1,,False,0,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Olle Lycksell,OTT,R,,GOAL,0,,Healthy,Unknown,,,1,0.0,,NYR,Jonathan Quick,0.8983516483516484,2.8011440107671604,46.7,Confirmed,dailyfaceoff_name_and_stats,18.6,18.9,A1+A2,592.57,15.3,18.0,0.942,NONE,False,False,26.925829312772688,2.470971167386135,66.3,80.6,10,2.0,False,,,,0.0,32.1,,,,,,,0.02896451846488052,0.0,,,0.0,2.3718639501599594,2.2225963966997813,50.0,58.6,35.3,58.6,2.26,0.92,0.0,,,,COOL,COOL,COOL,1.35,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,27,0,0,SOG,27,,,,,,,,,,False,False,1,,False,1,
2026-01-14,SEA@NJD,6:00 PM,2026-01-15T00:00:00Z,Brian Halonen,NJD,L,,GOAL,0,,Healthy,Unknown,,,2,0.0,,SEA,Philipp Grubauer,0.9243119266055045,2.2482116498240035,1.4,Confirmed,dailyfaceoff_name_and_stats,14.1,7.3,A1+A2,450.11,5.3,10.0,0.94,NONE,False,False,27.627739314527666,2.3729473021685643,93.1,55.7,10,2.0,False,,,,0.0,32.1,,,,,,,0.014877262583684603,0.0,,,0.0,2.5109587199139436,2.554793599569719,50.0,74.9,32.9,74.9,0.46,0.46,0.0,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,27,0,0,SOG,27,,,,,,,,,,False,False,0,,False,1,
2026-01-14,OTT@NYR,6:30 PM,2026-01-15T00:30:00Z,Matt Rempe,NYR,C,,GOAL,0,,Healthy,Unknown,,,4,0.0,,OTT,Leevi Merilainen,0.8806404657933042,2.95344718912267,75.3,Confirmed,dailyfaceoff_name_fallback_stats,32.3,7.3,A1+A2,521.76,9.1,18.9,0.944,NONE,False,False,23.6403434921704,2.230931133187405,31.3,31.3,13,2.6,False,,,,0.0,32.1,,,,,,,0.3447285262855501,0.0,,,0.0,2.061266418892403,1.6343867586971075,50.0,15.6,37.9,15.6,0.82,0.82,0.0,,,,COOL,COOL,COOL,0.0,,COOL,FAIL_GF,Red,FAIL_GF,FAIL_GF,0,26,0,0,SOG,26,,,,,,,,,,False,False,0,,False,0,
